Rank	Port	Volume 2015	Volume 2014	Volume 2013	Volume 2012	Volume 2011
125168	city_name_107146, country_name_18912	19.19	9.87	26.98	35.56	31.73
208669	city_name_153802, country_name_16897	15.17	15.55	2.61	5.59	16.76
421976	city_name_155082, country_name_16774	29.77	15.11	27.15	27.94	15.13
432107	city_name_130054, country_name_16754	14.23	17.27	2.21	21.53	4.75
164721	city_name_187869, country_name_11731	24.05	23.92	35.96	1.56	16.11
138264	city_name_108984, country_name_11697	13.59	7.31	14.47	15.96	7.45
213387	city_name_187733, country_name_19553	16.5	15.37	17.41	28.87	16.27
47978	city_name_173636, country_name_15500	24.07	31.29	1.92	29.93	16.01
48259	city_name_193643, country_name_14507	14.4	33.64	12.95	3.46	25.78
58079	city_name_155633, country_name_12741	30.36	5.84	3.86	31.1	8.66
314217	city_name_182678, country_name_15331	24.27	24.42	32.67	9.37	8.7
185755	city_name_145786, country_name_12895	14.69	9.52	7.43	35.98	34.15
364437	city_name_186499, country_name_19417	15.06	18.77	3.79	29.15	5.7
76538	city_name_115086, country_name_11188	30.08	19.15	5.56	3.42	10.47
498225	city_name_162013, country_name_15114	35.74	21.59	18.49	12.6	5.43
365855	city_name_147875, country_name_19104	23.11	13.53	5.21	30.15	2.33
435833	city_name_193626, country_name_13392	5.73	6.28	17.69	12.89	10.61
259396	city_name_125268, country_name_18651	17.65	19.47	7.14	11.01	15.23
472158	city_name_144930, country_name_18242	12.45	31.09	25.01	7.27	28.18
217428	city_name_192457, country_name_12372	34.58	3.25	26.41	17.83	22.8
460626	city_name_176510, country_name_10206	24.38	30.3	8.29	5.8	27.29
425870	city_name_132665, country_name_16851	12.2	14.82	2.75	29.7	33.48
64993	city_name_151814, country_name_12231	22.77	12.28	11.92	7.5	21.51
327284	city_name_170856, country_name_13900	17.13	1.02	2.94	2.24	3.23
102100	city_name_155750, country_name_18285	1.28	17.13	5.29	31.58	14.23
51069	city_name_142079, country_name_19113	13.18	13.23	11.27	32.66	27.6
252181	city_name_168684, country_name_11621	11.38	3.9	11.53	22.46	18.99
210161	city_name_102844, country_name_19514	18.5	29.5	35.01	35.4	35.06
190758	city_name_178425, country_name_15736	28.34	21.41	24.66	23.43	27.64
426623	city_name_148224, country_name_13026	2.99	20.12	21.41	34.56	19.53
206358	city_name_121762, country_name_11498	2.0	7.57	25.88	19.04	30.66
240900	city_name_141279, country_name_15990	19.01	15.51	26.14	19.64	27.0
437582	city_name_187689, country_name_15731	4.92	32.82	14.25	12.22	29.27
21110	city_name_158838, country_name_16727	31.1	21.06	14.02	12.57	12.46
125646	city_name_138349, country_name_13104	1.38	2.04	26.86	30.04	2.21
389699	city_name_117882, country_name_18233	30.39	19.84	28.99	6.79	22.93
319508	city_name_183041, country_name_13768	32.94	29.56	14.12	30.73	12.57
200898	city_name_164576, country_name_19495	23.03	8.59	13.16	20.39	1.6
72231	city_name_103747, country_name_12294	8.59	6.12	6.75	2.21	17.2
236046	city_name_127039, country_name_13767	31.03	4.45	22.86	24.72	12.56
272673	city_name_156291, country_name_18879	6.06	20.3	3.79	4.03	24.59
494778	city_name_129151, country_name_12582	32.09	31.94	32.58	21.71	19.39
92293	city_name_179100, country_name_16320	11.45	13.06	8.96	15.44	2.73
327933	city_name_113696, country_name_14850	7.74	2.56	14.08	29.96	29.96
218007	city_name_130628, country_name_14641	24.45	24.54	4.36	8.27	32.4
195396	city_name_143315, country_name_13590	28.36	34.45	16.77	30.46	24.61
6642	city_name_128435, country_name_19306	8.16	21.4	26.0	10.46	28.85
43049	city_name_140342, country_name_15071	3.39	27.17	17.18	8.64	6.56
386540	city_name_175546, country_name_17017	34.12	18.62	14.14	13.7	8.61
283411	city_name_139386, country_name_13641	11.61	17.98	13.0	19.98	33.16
285112	city_name_106421, country_name_12358	4.86	18.19	20.24	30.07	31.65
335730	city_name_129957, country_name_13835	28.14	21.44	7.22	16.5	17.67
322366	city_name_186072, country_name_16973	22.49	33.46	7.42	12.1	13.63
182740	city_name_184543, country_name_18556	23.14	33.72	17.7	11.38	13.3
52683	city_name_116952, country_name_16620	14.32	21.92	9.81	24.12	31.17
242388	city_name_162040, country_name_19441	11.5	35.52	10.41	31.04	2.73
469869	city_name_187750, country_name_18106	25.0	34.24	3.87	15.73	35.58
453181	city_name_186723, country_name_11839	10.27	8.32	14.73	28.42	30.97
405940	city_name_136492, country_name_17145	33.33	28.7	34.4	32.08	2.95
419667	city_name_181317, country_name_17197	9.9	22.73	24.61	31.06	33.9
179822	city_name_176318, country_name_18728	24.31	33.92	31.59	22.54	16.76
484465	city_name_158385, country_name_15326	7.48	16.39	31.29	32.55	10.92
345275	city_name_123060, country_name_14328	29.51	2.01	23.17	21.45	23.85
132817	city_name_138653, country_name_18268	7.02	4.16	30.89	10.24	10.3
458890	city_name_191773, country_name_12298	20.97	8.32	17.86	12.07	23.12
467411	city_name_122632, country_name_11202	33.04	3.25	14.46	12.69	16.17
302722	city_name_129081, country_name_15448	3.46	25.33	26.89	24.58	14.37
221155	city_name_178552, country_name_14596	33.78	31.21	7.99	35.83	16.56
178977	city_name_127811, country_name_14217	26.66	16.11	29.45	4.73	4.08
159429	city_name_131320, country_name_11064	11.54	10.02	15.14	35.89	33.84
281945	city_name_107925, country_name_12086	4.89	14.04	18.98	31.8	21.69
121016	city_name_133318, country_name_15909	15.08	8.36	32.6	23.08	21.41
456047	city_name_158019, country_name_17753	30.46	29.08	2.48	35.15	18.01
42029	city_name_193837, country_name_12243	9.01	32.95	18.18	24.48	6.65
183997	city_name_191964, country_name_11676	12.02	34.4	17.38	19.29	20.41
47727	city_name_187349, country_name_13262	21.07	15.44	25.72	5.48	13.21
228374	city_name_112319, country_name_19532	14.95	1.81	28.41	1.02	12.89
122460	city_name_151959, country_name_16460	19.79	17.81	19.83	30.26	7.9
340328	city_name_173247, country_name_15141	4.83	21.24	3.02	28.51	10.12
345529	city_name_197070, country_name_19323	16.83	32.92	20.02	11.66	18.73
149044	city_name_138241, country_name_14599	13.99	7.09	29.04	23.39	20.7
190690	city_name_132141, country_name_12351	15.48	30.05	13.85	16.45	32.96
66943	city_name_196841, country_name_11893	21.15	30.63	18.4	5.47	9.2
465182	city_name_145881, country_name_14366	16.86	16.22	21.03	34.5	25.72
155947	city_name_169246, country_name_14694	7.89	15.99	23.08	24.48	16.56
320460	city_name_189604, country_name_16771	19.91	18.1	12.49	3.02	3.05
73466	city_name_117214, country_name_13598	17.18	3.69	11.79	18.15	10.16
88740	city_name_168782, country_name_14864	20.15	1.56	25.73	8.86	28.39
236968	city_name_174292, country_name_14837	16.67	34.05	17.4	13.74	26.49
169632	city_name_181384, country_name_13468	16.39	26.91	9.91	10.18	27.4
313876	city_name_115482, country_name_10504	27.35	8.58	5.74	11.17	29.54
127818	city_name_122669, country_name_19695	6.17	25.12	28.24	9.02	29.61
146214	city_name_116085, country_name_12684	27.65	27.07	32.21	22.69	28.87
493655	city_name_190452, country_name_15968	20.52	18.26	10.34	6.0	33.94
11511	city_name_124897, country_name_13591	27.86	5.64	15.47	10.76	7.4
156144	city_name_161014, country_name_12125	2.71	8.09	12.93	23.11	27.2
364853	city_name_142701, country_name_14832	23.88	22.24	27.27	18.13	11.93
185616	city_name_111690, country_name_10464	32.28	18.23	5.31	6.32	5.81
170655	city_name_144347, country_name_19599	27.98	4.61	3.0	19.64	21.45
267641	city_name_111994, country_name_18422	6.41	28.2	17.59	6.84	11.21
332575	city_name_133613, country_name_11209	3.75	6.96	34.05	1.27	6.05
114916	city_name_107680, country_name_15845	11.25	20.17	16.62	29.96	19.12
148710	city_name_161626, country_name_11093	9.68	26.8	10.52	22.16	10.77
92174	city_name_124145, country_name_15894	25.25	19.48	14.94	11.19	2.97
232343	city_name_189892, country_name_15251	35.32	27.39	16.47	13.22	4.21
486209	city_name_160013, country_name_15384	11.18	2.18	16.19	7.87	11.57
144981	city_name_191809, country_name_13470	35.93	35.63	2.99	3.74	1.12
118019	city_name_137099, country_name_10268	27.56	3.65	32.59	34.68	26.59
347497	city_name_105391, country_name_10006	12.56	19.08	5.34	4.3	11.45
62255	city_name_196386, country_name_14118	13.39	27.03	4.09	16.61	7.52
194937	city_name_139973, country_name_16077	1.96	35.05	26.81	23.85	14.71
428680	city_name_141650, country_name_14711	11.37	21.44	14.36	19.6	5.27
266542	city_name_136470, country_name_19428	20.68	12.43	21.83	3.49	3.53
114402	city_name_159756, country_name_16905	19.88	28.58	10.7	34.75	12.98
307291	city_name_144097, country_name_17100	29.24	8.55	17.34	24.66	31.01
164746	city_name_126629, country_name_15083	24.56	9.6	35.14	4.03	13.96
252240	city_name_195653, country_name_11537	2.49	28.88	14.95	1.46	3.79
400173	city_name_103612, country_name_18193	35.08	1.32	4.3	27.36	8.83
374145	city_name_167582, country_name_10656	16.75	3.06	27.22	13.22	4.51
447256	city_name_119100, country_name_14105	32.2	33.47	27.68	9.97	11.89
297553	city_name_143964, country_name_10629	23.5	3.41	4.29	29.84	18.48
359400	city_name_134504, country_name_19593	23.4	1.03	28.44	33.95	25.75
347879	city_name_136506, country_name_15830	32.45	9.36	32.99	30.25	4.36
183214	city_name_148728, country_name_18366	13.57	22.35	17.31	16.67	4.53
392970	city_name_101127, country_name_12598	26.41	19.94	12.45	12.58	23.88
133366	city_name_154366, country_name_17707	26.13	25.3	22.77	30.53	7.57
75765	city_name_110673, country_name_15936	21.83	32.83	1.69	9.13	32.07
144655	city_name_163710, country_name_19553	3.91	31.63	29.74	4.89	20.72
489666	city_name_154938, country_name_15399	22.75	7.53	26.53	4.17	29.12
282303	city_name_131428, country_name_19530	22.67	27.84	32.77	8.0	12.35
61793	city_name_105977, country_name_12201	26.03	25.36	11.69	22.34	33.48
91318	city_name_145340, country_name_13666	26.54	30.52	3.72	4.79	5.45
372959	city_name_143408, country_name_13122	25.2	2.47	26.38	19.07	5.87
330464	city_name_176220, country_name_19297	13.75	20.26	28.23	31.7	32.42
131535	city_name_158952, country_name_17093	16.86	9.95	22.37	15.05	32.78
79000	city_name_174297, country_name_12195	15.26	17.53	9.69	3.38	16.54
14942	city_name_118033, country_name_14670	3.22	10.57	32.03	13.23	32.64
42123	city_name_142168, country_name_17095	1.19	3.56	6.39	2.41	17.46
477059	city_name_100213, country_name_15608	19.42	2.33	27.99	15.25	15.26
317547	city_name_109302, country_name_18024	23.66	5.43	4.46	30.48	11.42
396618	city_name_129188, country_name_10441	2.08	17.9	11.19	14.32	11.8
36742	city_name_153204, country_name_12489	11.42	16.11	15.88	16.09	19.58
135861	city_name_118825, country_name_10559	17.32	27.77	15.34	30.19	8.14
327355	city_name_114886, country_name_19908	9.43	19.96	26.68	6.73	22.52
454675	city_name_182428, country_name_19709	31.73	30.68	11.59	9.28	4.82
107954	city_name_199280, country_name_18018	15.82	23.46	19.19	22.41	9.24
173541	city_name_155376, country_name_11871	32.89	17.53	19.41	13.7	9.33
7730	city_name_151687, country_name_15104	25.21	15.67	33.65	11.84	19.87
361049	city_name_153067, country_name_13034	2.36	33.13	17.67	16.51	16.84
123236	city_name_123866, country_name_13938	12.32	7.26	8.33	15.06	24.2
157157	city_name_165545, country_name_11409	12.58	11.43	35.11	33.42	11.13
355637	city_name_188464, country_name_13004	22.1	10.55	28.99	32.98	24.08
307894	city_name_160012, country_name_15698	30.93	15.56	14.25	21.05	20.32
444171	city_name_157695, country_name_13820	27.42	24.49	27.12	16.66	12.6
298023	city_name_171389, country_name_14818	30.2	17.25	3.02	10.99	26.87
237062	city_name_143263, country_name_12529	28.28	1.73	26.13	28.4	21.84
476906	city_name_103085, country_name_18040	20.5	27.22	30.08	6.98	33.16
292399	city_name_176717, country_name_15586	30.76	35.02	10.29	25.94	2.54
260945	city_name_179526, country_name_10960	30.42	25.76	21.59	22.29	9.98
285492	city_name_123625, country_name_16265	35.98	31.6	32.43	33.91	14.29
480663	city_name_159791, country_name_14979	6.82	25.72	15.72	25.7	1.48
392004	city_name_170010, country_name_16823	27.8	29.14	20.04	17.67	20.75
374851	city_name_154407, country_name_19471	7.25	30.87	26.96	7.56	23.06
183064	city_name_110867, country_name_16851	20.7	22.37	27.41	13.71	35.45
292258	city_name_185630, country_name_10406	25.61	17.65	25.18	4.98	35.71
414821	city_name_137420, country_name_13173	17.51	28.37	13.92	25.56	18.58
178624	city_name_101993, country_name_15723	9.02	30.02	5.01	32.25	29.48
467496	city_name_114270, country_name_19910	6.08	17.19	24.21	24.88	18.65
342263	city_name_143232, country_name_11901	19.98	29.16	35.74	11.35	24.61
26084	city_name_133607, country_name_16505	20.64	18.03	8.86	2.12	23.58
125614	city_name_164494, country_name_14192	33.86	18.12	26.67	35.84	28.03
101054	city_name_160672, country_name_15252	27.13	15.22	28.28	29.52	4.32
29467	city_name_114387, country_name_12257	8.87	34.05	6.31	20.57	26.61
42297	city_name_179553, country_name_12179	28.0	19.23	9.14	26.94	6.6
113345	city_name_156289, country_name_16088	14.77	9.51	12.23	1.76	6.83
230488	city_name_133573, country_name_11951	5.24	6.29	24.4	8.11	7.71
103123	city_name_192712, country_name_16989	20.61	1.15	6.69	30.2	7.3
242083	city_name_177113, country_name_18879	30.23	12.3	27.43	35.42	23.22
437820	city_name_172522, country_name_18469	28.94	23.78	5.47	17.36	23.39
309270	city_name_105758, country_name_13795	9.6	19.56	10.25	8.15	24.47
424562	city_name_117072, country_name_12327	10.37	17.86	29.91	8.24	28.18
74373	city_name_111972, country_name_16171	1.04	19.03	7.99	17.41	25.02
486207	city_name_182230, country_name_18258	23.53	16.79	12.35	14.73	17.41
142147	city_name_138439, country_name_13784	17.3	20.29	25.03	11.14	17.24
379807	city_name_183102, country_name_15452	15.22	3.25	14.95	18.98	13.05
196164	city_name_186327, country_name_15750	28.76	8.17	13.19	26.14	35.1
415992	city_name_174463, country_name_13112	29.03	13.02	16.85	23.34	6.44
157103	city_name_107358, country_name_19057	13.94	33.37	19.5	28.65	1.92
134544	city_name_170232, country_name_13134	29.96	13.95	7.73	32.65	6.38
121198	city_name_115078, country_name_11833	15.35	23.14	22.69	19.44	13.7
27363	city_name_171330, country_name_17006	6.61	12.12	12.99	25.53	20.53
78601	city_name_121872, country_name_12677	23.17	15.42	14.91	34.21	28.39
81636	city_name_126981, country_name_14115	13.05	13.73	6.79	23.58	33.5
349586	city_name_137106, country_name_17047	30.17	28.49	21.7	23.8	28.44
35996	city_name_142353, country_name_16096	29.16	27.82	8.85	1.07	6.97
30334	city_name_132444, country_name_15758	29.51	17.73	20.33	23.15	2.17
227830	city_name_165170, country_name_12240	7.77	20.69	4.49	32.22	18.95
482041	city_name_173059, country_name_14512	3.78	1.97	11.52	20.75	2.48
472663	city_name_135278, country_name_17651	35.46	4.88	6.85	18.51	29.47
481298	city_name_143905, country_name_17073	6.93	28.74	1.8	15.92	14.16
398639	city_name_188013, country_name_16486	2.26	24.52	14.92	9.42	12.22
359196	city_name_121485, country_name_18386	34.33	15.09	30.76	33.4	26.18
84733	city_name_187913, country_name_14939	32.65	1.51	5.7	17.52	7.86
51165	city_name_188282, country_name_13723	3.08	22.78	34.36	15.53	29.01
96899	city_name_183128, country_name_10770	11.24	24.99	7.27	3.59	24.64
79332	city_name_173755, country_name_13828	2.6	27.7	14.78	35.24	11.99
428950	city_name_132339, country_name_19301	2.78	20.56	32.33	35.19	17.07
258505	city_name_142404, country_name_17195	19.9	31.19	9.01	17.32	17.57
243250	city_name_140123, country_name_12603	19.98	30.3	10.5	23.71	1.86
228582	city_name_181328, country_name_12472	31.24	13.38	4.67	10.25	11.74
159372	city_name_189299, country_name_16520	27.65	30.84	20.0	31.47	26.67
480755	city_name_195055, country_name_12193	15.39	28.28	4.7	16.86	9.99
199748	city_name_149647, country_name_12234	31.19	29.41	13.45	2.25	20.28
239811	city_name_141230, country_name_18310	5.65	20.84	14.57	35.8	25.45
407511	city_name_162988, country_name_12594	29.14	12.53	14.02	25.62	2.38
409391	city_name_151686, country_name_16045	21.88	26.99	23.11	17.71	23.25
480862	city_name_146917, country_name_17420	3.49	12.56	28.02	1.34	21.26
357379	city_name_198650, country_name_18039	35.79	31.5	20.58	9.01	5.14
55698	city_name_150577, country_name_13332	29.33	22.76	2.86	32.32	24.47
32923	city_name_196514, country_name_11824	14.19	35.55	11.62	35.59	32.26
458047	city_name_174379, country_name_18827	22.83	26.97	31.59	13.88	12.69
352741	city_name_162425, country_name_18608	12.31	9.72	18.03	15.75	34.21
426070	city_name_122552, country_name_16350	24.92	32.39	5.6	29.46	18.51
370474	city_name_140979, country_name_12451	25.47	3.45	18.81	28.27	26.87
371878	city_name_119404, country_name_16753	28.66	20.26	29.51	30.14	12.86
365928	city_name_187226, country_name_15756	33.63	34.37	11.21	32.78	27.88
369282	city_name_178537, country_name_16150	28.76	21.13	25.92	24.6	13.3
461409	city_name_166906, country_name_12863	19.04	2.54	17.47	31.39	14.16
422960	city_name_149887, country_name_15507	4.97	12.0	35.82	28.66	34.66
277980	city_name_123968, country_name_19119	14.78	26.74	18.01	15.24	32.75
195237	city_name_107057, country_name_14142	14.74	20.2	16.5	22.91	31.1
313788	city_name_165815, country_name_11616	15.98	31.41	7.46	11.18	13.19
484222	city_name_128594, country_name_10728	16.05	6.77	3.47	16.19	10.91
270645	city_name_113861, country_name_19570	21.07	26.94	24.94	3.5	4.02
356278	city_name_163492, country_name_10309	29.31	18.21	5.22	19.02	21.77
137380	city_name_120418, country_name_14531	20.03	1.47	3.2	10.45	34.63
452275	city_name_174322, country_name_19092	35.85	7.31	20.04	27.04	10.49
199199	city_name_122801, country_name_16055	17.52	35.67	22.41	17.99	11.02
462851	city_name_177795, country_name_14211	27.37	20.88	2.91	24.73	13.22
283862	city_name_173280, country_name_15808	3.46	30.58	12.8	4.45	35.1
369993	city_name_113316, country_name_19153	16.19	29.99	3.56	26.46	28.42
249595	city_name_123103, country_name_13230	33.7	21.23	12.51	6.97	2.28
422161	city_name_147360, country_name_18376	17.18	8.28	32.11	10.49	22.61
407911	city_name_163249, country_name_19434	9.53	9.66	35.35	34.86	27.18
484317	city_name_130661, country_name_12387	5.6	30.35	10.19	32.73	8.93
111426	city_name_188877, country_name_17694	14.69	2.78	15.2	6.62	7.22
470346	city_name_125477, country_name_17977	22.85	16.53	10.33	16.48	22.04
112744	city_name_100947, country_name_13210	8.19	15.71	19.42	32.92	2.82
288630	city_name_113277, country_name_18663	16.73	19.63	21.18	26.28	16.23
16979	city_name_105167, country_name_13357	27.23	30.78	16.28	5.11	18.97
94804	city_name_119540, country_name_12585	4.92	19.11	3.57	28.37	20.99
550	city_name_120057, country_name_10165	6.76	3.02	1.13	10.63	31.82
272187	city_name_118480, country_name_15217	17.76	17.84	6.67	6.53	7.9
4458	city_name_140499, country_name_11088	31.02	20.02	24.15	3.32	3.88
386143	city_name_198854, country_name_11236	32.39	18.58	24.75	3.37	7.4
464758	city_name_172287, country_name_18898	34.83	14.94	11.96	5.86	14.33
237825	city_name_120218, country_name_13238	9.45	27.49	18.58	6.07	32.69
367727	city_name_195370, country_name_11968	32.54	6.33	13.04	2.2	17.34
182292	city_name_178029, country_name_16477	3.1	4.0	33.3	27.55	10.3
311581	city_name_149035, country_name_19720	25.31	21.04	13.35	7.29	15.83
285850	city_name_158680, country_name_11911	6.47	3.29	33.83	24.57	24.6
469025	city_name_157160, country_name_13327	8.52	18.93	29.22	14.61	34.18
299239	city_name_116051, country_name_15555	35.15	8.48	32.42	26.66	5.26
282705	city_name_153697, country_name_12036	7.65	2.19	19.62	5.19	31.84
400512	city_name_126432, country_name_18078	15.22	27.41	31.8	2.06	15.99
307847	city_name_167094, country_name_18730	29.52	18.83	4.3	20.87	8.97
218100	city_name_187301, country_name_13601	13.21	2.59	7.74	25.14	19.03
100685	city_name_135566, country_name_18027	3.75	34.93	1.96	21.81	23.76
245693	city_name_174160, country_name_10340	19.23	2.94	2.46	35.78	34.47
403780	city_name_171964, country_name_18810	22.19	14.98	15.17	1.57	29.99
119670	city_name_171811, country_name_14723	31.97	11.97	27.9	19.64	1.62
4465	city_name_192926, country_name_13295	5.17	10.47	33.78	27.83	15.66
220188	city_name_164672, country_name_11600	32.83	20.37	14.27	6.68	12.4
421023	city_name_145132, country_name_19927	14.74	20.81	13.78	16.83	1.03
34329	city_name_196874, country_name_16813	16.86	26.63	11.56	26.51	20.45
188259	city_name_102344, country_name_13422	34.18	22.14	2.48	12.3	29.14
354115	city_name_196795, country_name_10281	27.35	26.44	35.8	15.63	31.11
939	city_name_127596, country_name_17550	35.23	28.08	29.27	28.21	30.79
100485	city_name_111272, country_name_17830	20.05	32.86	21.26	26.13	17.02
171841	city_name_129216, country_name_11369	24.99	32.88	28.72	18.43	28.22
406148	city_name_165499, country_name_12210	11.23	1.72	23.22	22.94	14.97
498197	city_name_170755, country_name_16329	35.1	21.35	26.86	8.95	21.25
91492	city_name_194593, country_name_13106	23.13	25.9	7.36	25.42	18.23
252196	city_name_191946, country_name_16863	22.02	21.6	24.84	5.58	1.94
42342	city_name_168895, country_name_15961	25.17	33.15	2.84	18.18	15.82
410523	city_name_105403, country_name_14264	19.8	10.83	22.76	19.77	27.66
64107	city_name_188026, country_name_19824	19.55	24.59	6.03	35.69	7.75
197316	city_name_112934, country_name_15575	10.45	16.3	15.71	27.6	19.63
219881	city_name_130629, country_name_13650	9.34	29.77	12.2	6.18	14.51
379915	city_name_195760, country_name_18726	29.67	19.92	6.54	16.75	17.53
160653	city_name_190914, country_name_14592	25.08	26.67	30.81	21.31	34.74
344900	city_name_170835, country_name_13534	17.42	8.16	4.19	31.29	4.39
66337	city_name_191711, country_name_10323	11.53	30.85	14.38	11.16	30.37
177250	city_name_112225, country_name_11498	9.21	18.93	1.88	8.2	14.38
8075	city_name_100384, country_name_18824	31.78	18.2	9.8	28.33	15.66
367854	city_name_173397, country_name_12515	9.32	32.56	15.21	30.18	23.41
172268	city_name_193697, country_name_19027	31.81	18.42	4.84	15.41	21.13
162096	city_name_111534, country_name_12610	24.06	29.77	16.57	5.93	30.98
161340	city_name_185483, country_name_19684	14.57	28.66	16.4	15.72	7.65
73873	city_name_168056, country_name_16675	20.53	22.51	12.34	16.86	9.21
418586	city_name_161273, country_name_19163	25.31	14.75	10.61	15.98	24.7
147725	city_name_180340, country_name_10493	29.36	29.27	13.68	3.23	3.24
496610	city_name_181872, country_name_19400	15.89	1.59	17.65	23.81	21.32
18847	city_name_187737, country_name_17008	17.1	17.86	20.71	3.08	8.36
288298	city_name_176669, country_name_10263	32.25	29.24	20.19	31.21	7.57
394693	city_name_164024, country_name_11507	25.13	8.11	8.42	34.61	23.12
66085	city_name_187133, country_name_17129	3.96	6.07	16.51	11.84	5.45
224939	city_name_127440, country_name_17239	13.12	12.13	4.59	1.65	1.49
323835	city_name_118319, country_name_16280	23.15	26.83	9.85	10.11	8.11
5528	city_name_162554, country_name_12123	16.12	30.03	19.64	22.82	35.11
244218	city_name_113271, country_name_12407	30.95	8.55	10.31	32.49	14.65
277581	city_name_131853, country_name_14224	26.22	9.06	7.87	32.17	7.9
256608	city_name_101094, country_name_15938	6.81	24.39	20.33	35.21	8.8
466540	city_name_191595, country_name_13187	29.45	21.02	33.12	17.0	33.41
325475	city_name_153662, country_name_14377	2.43	6.16	3.62	20.95	26.03
126015	city_name_104680, country_name_19661	27.67	3.88	13.79	5.9	15.47
388978	city_name_165067, country_name_17031	13.62	3.88	17.75	7.23	8.83
352244	city_name_106650, country_name_13163	25.24	21.51	20.89	24.31	17.85
3259	city_name_155734, country_name_16946	12.69	30.2	16.25	33.63	24.04
128597	city_name_157192, country_name_17424	10.7	24.13	12.21	20.83	16.3
164890	city_name_109838, country_name_13506	25.24	24.97	32.14	26.88	19.46
166474	city_name_162709, country_name_14108	26.92	15.78	28.11	27.55	15.24
439399	city_name_107622, country_name_19611	27.58	3.23	11.68	31.84	6.95
99072	city_name_143342, country_name_16985	34.57	7.91	2.67	9.99	34.47
163236	city_name_193766, country_name_18660	5.07	7.84	26.7	35.75	35.43
434363	city_name_112957, country_name_10201	31.98	16.44	28.16	8.97	23.77
286668	city_name_146775, country_name_18161	18.21	10.57	2.73	30.56	3.98
422424	city_name_125128, country_name_16962	11.61	5.44	2.26	11.1	14.19
458815	city_name_148073, country_name_10830	25.23	24.41	15.72	28.06	5.85
251361	city_name_166065, country_name_14751	20.71	13.55	6.47	25.7	3.18
255865	city_name_163754, country_name_13525	15.95	20.58	3.24	10.83	19.72
258900	city_name_100970, country_name_14304	22.76	31.96	16.12	17.96	14.74
401141	city_name_117283, country_name_10782	12.41	35.48	6.34	30.66	33.47
39977	city_name_138117, country_name_13350	18.55	16.22	22.53	19.1	16.49
366034	city_name_117255, country_name_17695	14.91	19.13	9.42	4.77	30.81
317666	city_name_132014, country_name_19877	6.0	19.59	14.46	33.36	35.42
99048	city_name_128293, country_name_18976	13.65	31.27	34.21	24.55	24.35
255950	city_name_115414, country_name_14385	19.23	26.82	33.5	5.24	5.39
435672	city_name_171315, country_name_19546	35.49	25.1	9.72	19.97	19.13
426918	city_name_176339, country_name_10158	2.6	34.74	27.38	19.32	8.91
224746	city_name_191503, country_name_13108	7.55	33.5	9.86	23.98	26.69
203572	city_name_173371, country_name_12565	27.74	19.75	16.6	4.12	18.15
81066	city_name_168337, country_name_13003	29.44	3.28	22.41	29.86	25.2
3294	city_name_162621, country_name_19486	10.89	1.41	6.22	26.31	6.91
175819	city_name_118577, country_name_19058	4.15	1.73	34.18	3.06	15.42
285292	city_name_175532, country_name_12098	20.69	35.41	20.75	16.14	9.32
334175	city_name_190835, country_name_12255	3.97	27.47	26.3	22.63	27.58
143750	city_name_121217, country_name_13664	26.8	28.52	1.54	35.21	25.01
183544	city_name_188527, country_name_13330	29.95	28.16	11.41	15.42	21.56
347260	city_name_103282, country_name_19415	13.62	10.98	17.53	22.09	19.6
422370	city_name_162691, country_name_13869	8.24	6.23	31.65	33.4	7.59
171675	city_name_119279, country_name_12751	24.92	15.05	8.79	11.06	28.32
124487	city_name_187913, country_name_12408	12.4	1.44	29.24	1.86	11.04
472774	city_name_148495, country_name_13155	20.64	25.12	28.82	3.74	30.96
304206	city_name_122960, country_name_16122	6.39	3.22	3.49	5.71	31.62
16624	city_name_120551, country_name_11935	30.27	10.68	8.79	18.11	5.11
425079	city_name_147222, country_name_13128	31.73	10.9	6.04	28.13	32.53
147933	city_name_152328, country_name_13316	13.23	30.22	33.37	34.73	32.16
426472	city_name_114482, country_name_12810	14.52	23.94	9.84	33.31	2.88
80385	city_name_112926, country_name_11799	34.7	8.15	21.01	11.97	35.74
81556	city_name_109163, country_name_13944	22.13	33.58	13.32	22.33	30.29
370992	city_name_164036, country_name_19542	16.35	17.86	13.72	24.97	29.33
378607	city_name_139623, country_name_14723	29.82	35.05	13.95	33.01	15.05
210377	city_name_115408, country_name_19439	2.52	11.46	14.15	15.11	20.13
151100	city_name_172698, country_name_13533	22.48	27.9	13.99	24.54	19.92
356917	city_name_155219, country_name_19909	33.21	13.96	27.65	16.64	9.04
125008	city_name_168842, country_name_11436	20.69	27.79	13.48	32.62	3.73
313570	city_name_152654, country_name_13372	5.46	29.03	17.61	19.91	14.82
147501	city_name_187400, country_name_11172	25.82	34.18	4.2	18.41	16.0
242758	city_name_142335, country_name_16378	1.01	23.67	33.69	22.0	6.39
247032	city_name_179848, country_name_12856	12.78	19.79	9.98	7.7	13.05
254984	city_name_112445, country_name_10253	35.04	33.73	31.98	17.51	20.55
328060	city_name_113994, country_name_19803	14.61	24.42	31.08	4.36	20.18
81407	city_name_187316, country_name_11303	13.35	20.88	16.63	31.16	12.4
477844	city_name_126186, country_name_10727	32.35	8.62	25.27	14.31	20.09
190915	city_name_146987, country_name_15770	15.33	21.7	11.66	14.75	15.55
431193	city_name_175366, country_name_12685	16.45	28.02	19.82	28.76	34.13
